date,station_id,station_name,kecamatan,longitude,latitude,elevation_m,rainfall_mm
2020-01-27,ST_28,Pos Hujan Adimulyo,Adimulyo,109.57791,-7.67035,18.0,6.0
2020-01-27,ST_29,Pos Hujan Sempor Lereng Barat,Sempor,109.51496,-7.56868,103.0,5.2
2020-01-27,ST_30,Pos Hujan Alian Perbukitan,Alian,109.68851,-7.63141,69.0,5.6
2020-01-28,ST_01,Pos Hujan Ayah Pesisir,Ayah,109.43969,-7.69769,350.0,0.0
2020-01-28,ST_02,Pos Hujan Buayan,Buayan,109.47271,-7.64872,159.0,0.0
2020-01-28,ST_03,Pos Hujan Rowokele,Rowokele,109.42121,-7.65175,17.0,0.0
2020-01-28,ST_04,Pos Hujan Sempor Waduk,Sempor,109.48118,-7.55757,78.0,0.0
2020-01-28,ST_05,Pos Hujan Sempor Hulu,Sempor,109.50092,-7.58426,25.0,0.0
2020-01-28,ST_06,Pos Hujan Gombong Kota,Gombong,109.52569,-7.63553,14.0,0.2
2020-01-28,ST_07,Pos Hujan Kuwarasan,Kuwarasan,109.50431,-7.67911,8.0,0.0
2020-01-28,ST_08,Pos Hujan Puring,Puring,109.51652,-7.70433,11.0,0.4
2020-01-28,ST_09,Pos Hujan Petanahan,Petanahan,109.57289,-7.73008,8.0,0.0
2020-01-28,ST_10,Pos Hujan Klirong,Klirong,109.63629,-7.78374,6.0,0.0
2020-01-28,ST_11,Pos Hujan Karanganyar,Karanganyar,109.58032,-7.63386,18.0,0.0
2020-01-28,ST_12,Pos Hujan Karanggayam Lereng,Karanggayam,109.59207,-7.60258,250.0,0.0
2020-01-28,ST_13,Pos Hujan Karanggayam Puncak,Karanggayam,109.63868,-7.5556,63.0,0.0
2020-01-28,ST_14,Pos Hujan Sadang Kulon,Sadang,109.70679,-7.49279,385.0,0.0
2020-01-28,ST_15,Pos Hujan Sadang Wetan,Sadang,109.7296,-7.52571,149.0,0.0
2020-01-28,ST_16,Pos Hujan Pejagoan,Pejagoan,109.66435,-7.58315,130.0,0.0
2020-01-28,ST_17,Stasiun Klimatologi Kebumen Kota,Kebumen,109.67162,-7.70396,15.0,0.0
2020-01-28,ST_18,Pos Hujan Alian,Alian,109.68469,-7.62856,34.0,0.0
2020-01-28,ST_19,Pos Hujan Padureso Waduk,Padureso,109.76825,-7.61473,144.0,0.0
2020-01-28,ST_20,Pos Hujan Wadaslintang Bendungan,Wadaslintang,109.81835,-7.72027,8.0,0.0
2020-01-28,ST_21,Pos Hujan Poncowarno,Poncowarno,109.76215,-7.641,139.0,0.0
2020-01-28,ST_22,Pos Hujan Kutowinangun,Kutowinangun,109.76918,-7.72765,10.0,0.0
2020-01-28,ST_23,Pos Hujan Prembun,Prembun,109.79275,-7.72654,11.0,0.0
2020-01-28,ST_24,Pos Hujan Bonorowo,Bonorowo,109.83178,-7.75192,10.0,0.0
2020-01-28,ST_25,Pos Hujan Mirit,Mirit,109.77948,-7.79442,20.0,0.0
2020-01-28,ST_26,Pos Hujan Ambal,Ambal,109.75273,-7.75236,11.0,0.0
2020-01-28,ST_27,Pos Hujan Buluspesantren,Buluspesantren,109.7032,-7.74437,9.0,0.0
2020-01-28,ST_28,Pos Hujan Adimulyo,Adimulyo,109.57791,-7.67035,18.0,0.0
2020-01-28,ST_29,Pos Hujan Sempor Lereng Barat,Sempor,109.51496,-7.56868,103.0,0.0
2020-01-28,ST_30,Pos Hujan Alian Perbukitan,Alian,109.68851,-7.63141,69.0,0.0
2020-01-29,ST_01,Pos Hujan Ayah Pesisir,Ayah,109.43969,-7.69769,350.0,21.1
2020-01-29,ST_02,Pos Hujan Buayan,Buayan,109.47271,-7.64872,159.0,18.5
2020-01-29,ST_03,Pos Hujan Rowokele,Rowokele,109.42121,-7.65175,17.0,17.6
2020-01-29,ST_04,Pos Hujan Sempor Waduk,Sempor,109.48118,-7.55757,78.0,21.7
2020-01-29,ST_05,Pos Hujan Sempor Hulu,Sempor,109.50092,-7.58426,25.0,20.7
2020-01-29,ST_06,Pos Hujan Gombong Kota,Gombong,109.52569,-7.63553,14.0,20.2
2020-01-29,ST_07,Pos Hujan Kuwarasan,Kuwarasan,109.50431,-7.67911,8.0,18.4
2020-01-29,ST_08,Pos Hujan Puring,Puring,109.51652,-7.70433,11.0,18.7
2020-01-29,ST_09,Pos Hujan Petanahan,Petanahan,109.57289,-7.73008,8.0,20.3
2020-01-29,ST_10,Pos Hujan Klirong,Klirong,109.63629,-7.78374,6.0,14.8
2020-01-29,ST_11,Pos Hujan Karanganyar,Karanganyar,109.58032,-7.63386,18.0,19.4
2020-01-29,ST_12,Pos Hujan Karanggayam Lereng,Karanggayam,109.59207,-7.60258,250.0,22.1
2020-01-29,ST_13,Pos Hujan Karanggayam Puncak,Karanggayam,109.63868,-7.5556,63.0,22.2
2020-01-29,ST_14,Pos Hujan Sadang Kulon,Sadang,109.70679,-7.49279,385.0,20.1
2020-01-29,ST_15,Pos Hujan Sadang Wetan,Sadang,109.7296,-7.52571,149.0,25.2
2020-01-29,ST_16,Pos Hujan Pejagoan,Pejagoan,109.66435,-7.58315,130.0,21.3
2020-01-29,ST_17,Stasiun Klimatologi Kebumen Kota,Kebumen,109.67162,-7.70396,15.0,19.4
2020-01-29,ST_18,Pos Hujan Alian,Alian,109.68469,-7.62856,34.0,18.6
2020-01-29,ST_19,Pos Hujan Padureso Waduk,Padureso,109.76825,-7.61473,144.0,22.0
2020-01-29,ST_20,Pos Hujan Wadaslintang Bendungan,Wadaslintang,109.81835,-7.72027,8.0,18.7
2020-01-29,ST_21,Pos Hujan Poncowarno,Poncowarno,109.76215,-7.641,139.0,23.4
2020-01-29,ST_22,Pos Hujan Kutowinangun,Kutowinangun,109.76918,-7.72765,10.0,15.3
2020-01-29,ST_23,Pos Hujan Prembun,Prembun,109.79275,-7.72654,11.0,18.9
2020-01-29,ST_24,Pos Hujan Bonorowo,Bonorowo,109.83178,-7.75192,10.0,19.3
2020-01-29,ST_25,Pos Hujan Mirit,Mirit,109.77948,-7.79442,20.0,17.7
2020-01-29,ST_26,Pos Hujan Ambal,Ambal,109.75273,-7.75236,11.0,17.5
2020-01-29,ST_27,Pos Hujan Buluspesantren,Buluspesantren,109.7032,-7.74437,9.0,17.6
2020-01-29,ST_28,Pos Hujan Adimulyo,Adimulyo,109.57791,-7.67035,18.0,19.4
2020-01-29,ST_29,Pos Hujan Sempor Lereng Barat,Sempor,109.51496,-7.56868,103.0,16.1
2020-01-29,ST_30,Pos Hujan Alian Perbukitan,Alian,109.68851,-7.63141,69.0,22.1
2020-01-30,ST_01,Pos Hujan Ayah Pesisir,Ayah,109.43969,-7.69769,350.0,0.0
2020-01-30,ST_02,Pos Hujan Buayan,Buayan,109.47271,-7.64872,159.0,0.4
2020-01-30,ST_03,Pos Hujan Rowokele,Rowokele,109.42121,-7.65175,17.0,0.0
2020-01-30,ST_04,Pos Hujan Sempor Waduk,Sempor,109.48118,-7.55757,78.0,0.0
2020-01-30,ST_05,Pos Hujan Sempor Hulu,Sempor,109.50092,-7.58426,25.0,0.0
2020-01-30,ST_06,Pos Hujan Gombong Kota,Gombong,109.52569,-7.63553,14.0,0.3
2020-01-30,ST_07,Pos Hujan Kuwarasan,Kuwarasan,109.50431,-7.67911,8.0,0.1
2020-01-30,ST_08,Pos Hujan Puring,Puring,109.51652,-7.70433,11.0,0.0
2020-01-30,ST_09,Pos Hujan Petanahan,Petanahan,109.57289,-7.73008,8.0,0.0
2020-01-30,ST_10,Pos Hujan Klirong,Klirong,109.63629,-7.78374,6.0,0.0
2020-01-30,ST_11,Pos Hujan Karanganyar,Karanganyar,109.58032,-7.63386,18.0,0.0
2020-01-30,ST_12,Pos Hujan Karanggayam Lereng,Karanggayam,109.59207,-7.60258,250.0,0.0
2020-01-30,ST_13,Pos Hujan Karanggayam Puncak,Karanggayam,109.63868,-7.5556,63.0,0.0
2020-01-30,ST_14,Pos Hujan Sadang Kulon,Sadang,109.70679,-7.49279,385.0,0.0
2020-01-30,ST_15,Pos Hujan Sadang Wetan,Sadang,109.7296,-7.52571,149.0,0.0
2020-01-30,ST_16,Pos Hujan Pejagoan,Pejagoan,109.66435,-7.58315,130.0,0.0
2020-01-30,ST_17,Stasiun Klimatologi Kebumen Kota,Kebumen,109.67162,-7.70396,15.0,0.0
2020-01-30,ST_18,Pos Hujan Alian,Alian,109.68469,-7.62856,34.0,0.0
2020-01-30,ST_19,Pos Hujan Padureso Waduk,Padureso,109.76825,-7.61473,144.0,0.0
2020-01-30,ST_20,Pos Hujan Wadaslintang Bendungan,Wadaslintang,109.81835,-7.72027,8.0,0.0
2020-01-30,ST_21,Pos Hujan Poncowarno,Poncowarno,109.76215,-7.641,139.0,0.3
2020-01-30,ST_22,Pos Hujan Kutowinangun,Kutowinangun,109.76918,-7.72765,10.0,0.0
2020-01-30,ST_23,Pos Hujan Prembun,Prembun,109.79275,-7.72654,11.0,0.0
2020-01-30,ST_24,Pos Hujan Bonorowo,Bonorowo,109.83178,-7.75192,10.0,0.0
2020-01-30,ST_25,Pos Hujan Mirit,Mirit,109.77948,-7.79442,20.0,0.0
2020-01-30,ST_26,Pos Hujan Ambal,Ambal,109.75273,-7.75236,11.0,0.0
2020-01-30,ST_27,Pos Hujan Buluspesantren,Buluspesantren,109.7032,-7.74437,9.0,0.0
2020-01-30,ST_28,Pos Hujan Adimulyo,Adimulyo,109.57791,-7.67035,18.0,0.0
2020-01-30,ST_29,Pos Hujan Sempor Lereng Barat,Sempor,109.51496,-7.56868,103.0,0.0
2020-01-30,ST_30,Pos Hujan Alian Perbukitan,Alian,109.68851,-7.63141,69.0,0.0
2020-01-31,ST_01,Pos Hujan Ayah Pesisir,Ayah,109.43969,-7.69769,350.0,18.3
2020-01-31,ST_02,Pos Hujan Buayan,Buayan,109.47271,-7.64872,159.0,15.0
2020-01-31,ST_03,Pos Hujan Rowokele,Rowokele,109.42121,-7.65175,17.0,13.1
2020-01-31,ST_04,Pos Hujan Sempor Waduk,Sempor,109.48118,-7.55757,78.0,14.0
2020-01-31,ST_05,Pos Hujan Sempor Hulu,Sempor,109.50092,-7.58426,25.0,14.9
2020-01-31,ST_06,Pos Hujan Gombong Kota,Gombong,109.52569,-7.63553,14.0,14.0
2020-01-31,ST_07,Pos Hujan Kuwarasan,Kuwarasan,109.50431,-7.67911,8.0,15.7
2020-01-31,ST_08,Pos Hujan Puring,Puring,109.51652,-7.70433,11.0,13.4
2020-01-31,ST_09,Pos Hujan Petanahan,Petanahan,109.57289,-7.73008,8.0,14.6
2020-01-31,ST_10,Pos Hujan Klirong,Klirong,109.63629,-7.78374,6.0,13.4
2020-01-31,ST_11,Pos Hujan Karanganyar,Karanganyar,109.58032,-7.63386,18.0,14.9
2020-01-31,ST_12,Pos Hujan Karanggayam Lereng,Karanggayam,109.59207,-7.60258,250.0,15.8
2020-01-31,ST_13,Pos Hujan Karanggayam Puncak,Karanggayam,109.63868,-7.5556,63.0,16.5
2020-01-31,ST_14,Pos Hujan Sadang Kulon,Sadang,109.70679,-7.49279,385.0,19.4
2020-01-31,ST_15,Pos Hujan Sadang Wetan,Sadang,109.7296,-7.52571,149.0,16.8
2020-01-31,ST_16,Pos Hujan Pejagoan,Pejagoan,109.66435,-7.58315,130.0,16.6
2020-01-31,ST_17,Stasiun Klimatologi Kebumen Kota,Kebumen,109.67162,-7.70396,15.0,12.4
2020-01-31,ST_18,Pos Hujan Alian,Alian,109.68469,-7.62856,34.0,15.1
2020-01-31,ST_19,Pos Hujan Padureso Waduk,Padureso,109.76825,-7.61473,144.0,17.8
2020-01-31,ST_20,Pos Hujan Wadaslintang Bendungan,Wadaslintang,109.81835,-7.72027,8.0,14.7
2020-01-31,ST_21,Pos Hujan Poncowarno,Poncowarno,109.76215,-7.641,139.0,13.4
2020-01-31,ST_22,Pos Hujan Kutowinangun,Kutowinangun,109.76918,-7.72765,10.0,13.7
2020-01-31,ST_23,Pos Hujan Prembun,Prembun,109.79275,-7.72654,11.0,14.5
2020-01-31,ST_24,Pos Hujan Bonorowo,Bonorowo,109.83178,-7.75192,10.0,12.5
2020-01-31,ST_25,Pos Hujan Mirit,Mirit,109.77948,-7.79442,20.0,11.3
2020-01-31,ST_26,Pos Hujan Ambal,Ambal,109.75273,-7.75236,11.0,13.2
2020-01-31,ST_27,Pos Hujan Buluspesantren,Buluspesantren,109.7032,-7.74437,9.0,12.5
2020-01-31,ST_28,Pos Hujan Adimulyo,Adimulyo,109.57791,-7.67035,18.0,14.2
2020-01-31,ST_29,Pos Hujan Sempor Lereng Barat,Sempor,109.51496,-7.56868,103.0,12.4
2020-01-31,ST_30,Pos Hujan Alian Perbukitan,Alian,109.68851,-7.63141,69.0,15.8
